,var,r,p-val,CI95%
276,UMGS1225_genus_Rep_2756_Rep_2756,-0.008494979864596283,0.6288366896119009,[-0.04  0.03]
277,Parolsenella catena_Rep_2772,0.0185544627637708,0.29104959748332504,[-0.02  0.05]
278,Olsenella_E sp003609875_Rep_2778,0.005837880280086625,0.7397589494637946,[-0.03  0.04]
279,QAMH01 sp900544245_Rep_2935,0.04256276655018404,0.015398087867837258,[0.01 0.08]
280,Slackia_A isoflavoniconvertens_Rep_2937,0.011206806555988555,0.5236842943572528,[-0.02  0.05]
281,UMGS1773 sp003343725_Rep_2945,0.022644299857265404,0.19753579290439216,[-0.01  0.06]
282,Senegalimassilia anaerobia_Rep_2948,0.03558276637414681,0.042840022719860975,[0.   0.07]
283,Adlercreutzia celatus_A_Rep_2950,0.01614635864882408,0.3582147919621005,[-0.02  0.05]
284,Adlercreutzia equolifaciens_Rep_2951,-0.03735185541733899,0.0335010664520425,[-0.07 -0.  ]
285,CAG-110 sp000435995_Rep_2969,-0.011526222719004301,0.5119188917035686,[-0.05  0.02]
286,Oscillospiraceae_family_Rep_2972,0.00895314468863429,0.610447004544884,[-0.03  0.04]
287,UMGS1623_genus_Rep_2988_Rep_2988,0.017146738724988796,0.32921087706774743,[-0.02  0.05]
288,Acutalibacteraceae_family_Rep_2995,-0.03253932890192425,0.06403346975093942,[-0.07  0.  ]
289,UMGS1858_genus_Rep_2996_Rep_2996,0.027131801863094263,0.122574394763114,[-0.01  0.06]
290,UMGS856 sp900546265_Rep_2997,-0.008437126884413296,0.631175549454383,[-0.04  0.03]
291,UMGS1633 sp900553645_Rep_3000,0.014583026141624536,0.4066494858613302,[-0.02  0.05]
292,UBA7102_genus_Rep_3001_Rep_3001,-0.013164790586281875,0.45379915122769743,[-0.05  0.02]
293,UBA7102_genus_Rep_3002_Rep_3002,0.03406773633271975,0.052503276110162936,[-0.    0.07]
294,CAG-74_family_Rep_3005,-0.02588639391673774,0.1407085320750655,[-0.06  0.01]
295,UMGS1603 sp900553265_Rep_3008,-0.0007288795137467708,0.9669191795016743,[-0.04  0.03]
296,UBA11524 sp000437595_Rep_3012,0.05974978670228407,0.0006671242557033761,[0.03 0.09]
297,SFFH01 sp900548125_Rep_3013,0.036275180997270895,0.03895118111069708,[0.   0.07]
298,SFFH01 sp900542445_Rep_3015,0.04904781718579029,0.00523098931765768,[0.01 0.08]
299,SFFH01 sp900542395_Rep_3016,0.039566245660490766,0.024311972938833717,[0.01 0.07]
300,SFMI01 sp004556155_Rep_3019,0.03840279336837015,0.02882379119644811,[0.   0.07]
301,UMGS1600 sp900553315_Rep_3022,0.00950214369002776,0.5887316134194462,[-0.02  0.04]
302,Firm-11 sp900548145_Rep_3025,0.04311828463266913,0.01410688000267654,[0.01 0.08]
303,Firm-11 sp900540045_Rep_3030,-0.03097825426486116,0.07789107160434716,[-0.07  0.  ]
304,Ruminococcus_H sp003531055_Rep_3033,0.01516522400887281,0.3881725392692136,[-0.02  0.05]
305,Butyricicoccus_A sp002395695_Rep_3036,0.057402887291587365,0.0010798008075594842,[0.02 0.09]
306,Agathobaculum butyriciproducens_Rep_3039,-0.026359377094908532,0.133592718353417,[-0.06  0.01]
307,Agathobaculum sp900544475_Rep_3040,0.04616339230890451,0.008587501945834795,[0.01 0.08]
308,Agathobaculum sp003481705_Rep_3041,0.05617305645686817,0.0013803995866818787,[0.02 0.09]
309,Gemmiger qucibialis_Rep_3047,0.009283876685619566,0.5973223630723428,[-0.03  0.04]
310,Gemmiger sp900539695_Rep_3050,0.04421489340005003,0.011835358584544303,[0.01 0.08]
311,Gemmiger sp900540595_Rep_3053,0.0036366540105968424,0.8360701630225272,[-0.03  0.04]
312,Gemmiger sp900540595_Rep_3054,-0.00840998399734635,0.6322741480151302,[-0.04  0.03]
313,Gemmiger sp900540775_Rep_3055,0.046477203289119196,0.00814647971970096,[0.01 0.08]
314,Gemmiger formicilis_Rep_3056,0.014459351731844618,0.41064098955756934,[-0.02  0.05]
315,SFJ001 sp004555865_Rep_3063,0.06985132046962181,6.910868513215696e-05,[0.04 0.1 ]
316,Faecalibacterium_genus_Rep_3064_Rep_3064,0.06906663354197196,8.336191516828107e-05,[0.03 0.1 ]
317,Faecalibacterium prausnitzii_G_Rep_3065,0.0023904081973185705,0.8918117068000827,[-0.03  0.04]
318,Faecalibacterium prausnitzii_G_Rep_3066,0.007348799997407782,0.6758409120278263,[-0.03  0.04]
319,Faecalibacterium prausnitzii_I_Rep_3067,0.09156766160144693,1.7787992978105817e-07,[0.06 0.13]
320,Faecalibacterium prausnitzii_C_Rep_3068,0.01625829610789439,0.3548917982809414,[-0.02  0.05]
321,Faecalibacterium prausnitzii_H_Rep_3070,0.030036560722472787,0.08737004062307933,[-0.    0.06]
322,Faecalibacterium prausnitzii_E_Rep_3071,0.07236267132251403,3.74340900467652e-05,[0.04 0.11]
323,Faecalibacterium_genus_Rep_3072_Rep_3072,0.021030147611142403,0.23141281707508266,[-0.01  0.06]
324,Faecalibacterium_genus_Rep_3073_Rep_3073,0.04494565776687864,0.010507721364761769,[0.01 0.08]
325,Faecalibacterium_genus_Rep_3074_Rep_3074,0.0060062451831755705,0.7325370614849693,[-0.03  0.04]
326,Faecalibacterium prausnitzii_J_Rep_3075,0.053251821346644766,0.00242835716465824,[0.02 0.09]
327,Faecalibacterium_genus_Rep_3076_Rep_3076,0.035995783980117387,0.04048272770828819,[0.   0.07]
328,Faecalibacterium sp003449675_Rep_3077,0.04644388325341007,0.008192325631854283,[0.01 0.08]
329,Faecalibacterium prausnitzii_Rep_3078,0.02516107624432189,0.15218171773829114,[-0.01  0.06]
330,Faecalibacterium prausnitzii_A_Rep_3079,0.055565261303581796,0.001555878201874655,[0.02 0.09]
331,Faecalibacterium_genus_Rep_3080_Rep_3080,0.04858617193665333,0.0056724202535502624,[0.01 0.08]
332,Faecalibacterium_genus_Rep_3081_Rep_3081,0.003056965317768398,0.8619135758304743,[-0.03  0.04]
333,Faecalibacterium prausnitzii_Rep_3082,0.026064043480416053,0.13800246264508814,[-0.01  0.06]
334,Faecalibacterium sp900539945_Rep_3083,0.06821431903225436,0.00010197014402478324,[0.03 0.1 ]
335,Faecalibacterium_genus_Rep_3084_Rep_3084,-0.002743028858234375,0.8759731274791462,[-0.04  0.03]
336,Faecalibacterium prausnitzii_F_Rep_3085,0.0023116313480382278,0.8953562414502589,[-0.03  0.04]
337,Faecalibacterium prausnitzii_D_Rep_3086,-0.020586219989725017,0.24141386358316844,[-0.05  0.01]
338,Faecalibacterium sp900539885_Rep_3087,0.08299830639585104,2.2376111302290025e-06,[0.05 0.12]
339,Faecalibacterium_genus_Rep_3088_Rep_3088,0.02207183759115233,0.20910899825235119,[-0.01  0.06]
340,Oscillospiraceae_family_Rep_3092,-0.02345686851851768,0.18192321749128895,[-0.06  0.01]
341,Ruthenibacterium sp900546885_Rep_3096,-0.05454439515395512,0.0018974224982106556,[-0.09 -0.02]
342,Ruthenibacterium lactatiformans_Rep_3098,-0.06787682678060158,0.0001103697514113547,[-0.1  -0.03]
343,Angelakisella sp900547385_Rep_3102,0.06375828426548061,0.000281800667420268,[0.03 0.1 ]
344,Angelakisella sp004557855_Rep_3103,0.018248574596748172,0.2990779489391816,[-0.02  0.05]
345,UMGS966 sp900547185_Rep_3106,-0.03248119417283064,0.06451034509187321,[-0.07  0.  ]
346,CAG-279 sp000437795_Rep_280,0.01511932199093122,0.38961047636393553,[-0.02  0.05]
347,UBA1777_genus_Rep_3116_Rep_3116,0.03881083214051995,0.027165521645283963,[0.   0.07]
348,UBA1777 sp003150355_Rep_3117,0.06088883985176156,0.0005248668820895034,[0.03 0.1 ]
349,UBA1777 sp900549645_Rep_3118,0.0465576493087283,0.008036736641673222,[0.01 0.08]
350,UBA1777 sp900547315_Rep_3119,0.06199208741606753,0.00041448364608064314,[0.03 0.1 ]
351,F23-B02 sp001916715_Rep_3128,0.06901592548691268,8.437259051862072e-05,[0.03 0.1 ]
352,CAG-170 sp003516765_Rep_3144,0.07994547537984512,5.2108674307977e-06,[0.05 0.11]
353,CAG-170 sp900549635_Rep_3145,0.05611064256208083,0.0013975400146113326,[0.02 0.09]
354,CAG-170 sp000436735_Rep_3147,0.050360620544759864,0.004140034055665238,[0.02 0.08]
355,CAG-170 sp900553545_Rep_3148,0.09002000801312177,2.85957776535798e-07,[0.06 0.12]
356,CAG-170 sp900545925_Rep_3149,0.07126235136681874,4.908929699019166e-05,[0.04 0.11]
357,CAG-170_genus_Rep_3150_Rep_3150,-0.016140097863305235,0.35840122660442075,[-0.05  0.02]
358,CAG-170 sp000432135_Rep_3151,0.01339635599801455,0.4458965394183514,[-0.02  0.05]
359,CAG-170 sp002404795_Rep_3152,0.03846763010520811,0.02855461162448515,[0.   0.07]
360,CAG-110 sp003525905_Rep_3160,0.004282811238350252,0.8074717408915028,[-0.03  0.04]
361,CAG-110 sp900544705_Rep_3162,0.022779213067750933,0.19487786539334426,[-0.01  0.06]
362,UBA738 sp003522945_Rep_3165,0.060629767965047696,0.0005544877854437621,[0.03 0.09]
363,ER4 sp900317525_Rep_3167,0.03554202533468559,0.043078713733930754,[0.   0.07]
364,ER4 sp900550165_Rep_3169,0.07436462273552859,2.2638220895151945e-05,[0.04 0.11]
365,ER4 sp000765235_Rep_3170,0.07835580054114948,7.998070694384634e-06,[0.04 0.11]
366,ER4 sp900552015_Rep_3171,0.07979857843062407,5.42313950610814e-06,[0.05 0.11]
367,ER4 sp003522105_Rep_3172,0.0790736234270916,6.597717163456546e-06,[0.04 0.11]
368,CAG-103 sp900543625_Rep_3178,0.026499155728363,0.13154399422880306,[-0.01  0.06]
369,CAG-103_genus_Rep_3179_Rep_3179,-0.007329297762760276,0.6766523967354462,[-0.04  0.03]
370,CAG-103 sp000432375_Rep_3180,0.022275549839532147,0.20493563838395376,[-0.01  0.06]
371,CAG-103_genus_Rep_3181_Rep_3181,0.02730318642011289,0.1202286532621319,[-0.01  0.06]
372,CAG-103 sp900317855_Rep_3182,0.04657202613621317,0.00801726396660367,[0.01 0.08]
373,CAG-103_genus_Rep_3183_Rep_3183,0.019643350617928927,0.2636543384810121,[-0.01  0.05]
374,NK3B98 sp900545815_Rep_3186,0.03479444897552696,0.04766195283888317,[0.   0.07]
375,NK3B98_genus_Rep_3187_Rep_3187,0.023882180646768784,0.17412541317842412,[-0.01  0.06]
376,CAG-110 sp900547405_Rep_3190,0.07282921316089157,3.333147223602179e-05,[0.04 0.11]
377,CAG-110 sp900540635_Rep_3191,0.027867358488749244,0.11275433811929748,[-0.01  0.06]
378,CAG-110 sp900544945_Rep_3198,0.02754979293436331,0.11691517005421972,[-0.01  0.06]
379,CAG-110 sp900546075_Rep_3199,0.04143132401852515,0.018353166188626816,[0.01 0.08]
380,CAG-110 sp000434635_Rep_3200,0.042331765581676874,0.015964912405018593,[0.01 0.08]
381,CAG-110 sp900544405_Rep_3203,0.04591183376925266,0.008956312987217909,[0.01 0.08]
382,CAG-83 sp900552475_Rep_3210,0.03950474138766752,0.024534176471521896,[0.01 0.07]
383,CAG-83 sp900549395_Rep_3212,0.016701376956892975,0.3419301283291565,[-0.02  0.05]
384,CAG-83 sp003539495_Rep_3214,0.052889591320130325,0.002599823055290678,[0.02 0.09]
385,CAG-83 sp000431575_Rep_3216,0.0027546990153467523,0.8754497537301413,[-0.03  0.04]
386,CAG-83 sp000435975_Rep_3217,0.04669691656268191,0.007849874960223427,[0.01 0.08]
387,CAG-83 sp001916855_Rep_3218,0.029226863036329813,0.09624528185741331,[-0.01  0.06]
388,CAG-83 sp900545585_Rep_3219,0.054021373196182464,0.002097907434936201,[0.02 0.09]
389,CAG-83 sp900547745_Rep_3222,0.022718113964164025,0.19607831336051787,[-0.01  0.06]
390,CAG-83 sp900554275_Rep_3226,0.008581767761361216,0.6253350355981944,[-0.03  0.04]
391,CAG-83_genus_Rep_3228_Rep_3228,0.030035532099117402,0.0873808817617876,[-0.    0.06]
392,CAG-83 sp000435555_Rep_3229,0.04669603862784765,0.007851040639627327,[0.01 0.08]
393,CAG-83 sp003487665_Rep_3230,0.04991350993192594,0.004485936976629538,[0.02 0.08]
394,CAG-83 sp900548615_Rep_3232,0.06137256042940421,0.0004734680359569882,[0.03 0.1 ]
395,Oscillibacter_genus_Rep_3240_Rep_3240,0.0915283858308233,1.8005309924209352e-07,[0.06 0.13]
396,Oscillibacter sp900542115_Rep_3242,0.03885797699513189,0.026979335371584832,[0.   0.07]
397,Oscillibacter sp900544615_Rep_3243,0.09628964724455741,3.9841741123178205e-08,[0.06 0.13]
398,Oscillibacter sp900550685_Rep_3244,0.06351657420972509,0.000297250024957482,[0.03 0.1 ]
399,Oscillibacter sp001916835_Rep_3245,0.06571259511180508,0.00018181515930442812,[0.03 0.1 ]
400,Oscillibacter_genus_Rep_3249_Rep_3249,-0.019648654653200922,0.26352539910839534,[-0.05  0.01]
401,Oscillibacter_genus_Rep_3253_Rep_3253,0.04267256607589111,0.015134928018724618,[0.01 0.08]
402,Oscillibacter welbionis_Rep_3257,-0.06869652674419505,9.100955255026594e-05,[-0.1  -0.03]
403,Evtepia sp004556345_Rep_3262,0.05140445702801537,0.003424702093155593,[0.02 0.09]
404,Evtepia gabavorous_Rep_3263,-0.016623667708090307,0.3441812364656386,[-0.05  0.02]
405,Evtepia sp900546255_Rep_3264,-0.04627143843489015,0.008433305098192866,[-0.08 -0.01]
406,Flavonifractor_genus_Rep_3268_Rep_3268,-0.014972472526286482,0.3942324242378037,[-0.05  0.02]
407,UBA9475 sp900549885_Rep_3269,8.797974579784562e-05,0.9960058364652089,[-0.03  0.03]
408,Flavonifractor sp900549795_Rep_3272,-0.00905824693601885,0.6062623044873123,[-0.04  0.03]
409,Flavonifractor plautii_Rep_3275,-0.07765865952109452,9.626960090684286e-06,[-0.11 -0.04]
410,Intestinimonas butyriciproducens_Rep_3277,-0.02669482138008999,0.12871713062795273,[-0.06  0.01]
411,Intestinimonas massiliensis_Rep_3278,-0.02868831530333175,0.10253769640385793,[-0.06  0.01]
412,Lawsonibacter sp900066645_Rep_3281,-0.008100008538321903,0.6448773694256542,[-0.04  0.03]
413,Pseudoflavonifractor capillosus_Rep_3282,-0.023168290345791667,0.1873596468251444,[-0.06  0.01]
414,Lawsonibacter sp900549405_Rep_3287,0.0780059147614461,8.779559062809928e-06,[0.04 0.11]
415,Lawsonibacter_genus_Rep_3288_Rep_3288,0.04762799648203853,0.006697433683503268,[0.01 0.08]
416,Lawsonibacter asaccharolyticus_Rep_3290,0.01159918225794637,0.5092509651134391,[-0.02  0.05]
417,Lawsonibacter sp900066825_Rep_3295,-0.04408751784341013,0.012081411387882001,[-0.08 -0.01]
418,Ruminococcaceae_family_Rep_3315,0.012916088443204752,0.4623738399276902,[-0.02  0.05]
419,Ruminococcus_C sp000980705_Rep_3342,0.024485050324248737,0.1635035244216996,[-0.01  0.06]
420,Ruminococcus_C callidus_Rep_3343,0.019480245749183087,0.2676406133589024,[-0.01  0.05]
421,Ruminococcus_C sp000433635_Rep_3345,0.024664406189430273,0.1604396677904708,[-0.01  0.06]
422,Ruminococcus_C_genus_Rep_3346_Rep_3346,-0.002125510965130834,0.9037388311976842,[-0.04  0.03]
423,UMGS1783 sp900555065_Rep_3349,-0.03400497391434358,0.05294002058087601,[-0.07  0.  ]
424,UBA3818 sp900557155_Rep_3357,0.035848196326920635,0.04131214249072336,[0.   0.07]
425,Clostridium_A leptum_Rep_3364,-0.03025566878547018,0.0850853709856712,[-0.06  0.  ]
426,Anaeromassilibacillus sp002159845_Rep_3368,-0.03205089126878094,0.06813191318611307,[-0.07  0.  ]
427,Negativibacillus sp900547455_Rep_3380,-0.025039335629230036,0.15417529835189148,[-0.06  0.01]
428,Negativibacillus sp000435195_Rep_3382,-0.036308127921546446,0.0387738642025739,[-0.07 -0.  ]
429,Anaerotruncus colihominis_Rep_3388,-0.0587601261912947,0.0008190191183796386,[-0.09 -0.02]
430,Anaerotruncus rubiinfantis_Rep_3389,-0.052381410951840554,0.0028590538158813537,[-0.09 -0.02]
431,UMGS1826 sp900555435_Rep_3396,0.04810572340629065,0.006167235623870846,[0.01 0.08]
432,UMGS1826_genus_Rep_3397_Rep_3397,0.04958216061190946,0.0047589442836656936,[0.02 0.08]
433,Oscillibacter_genus_Rep_3413_Rep_3413,-0.05969455944365696,0.0006748584373267284,[-0.09 -0.03]
434,Ruminococcaceae_family_Rep_3421,0.06983247254316027,6.94222188918897e-05,[0.04 0.1 ]
435,CAG-41 sp900066215_Rep_3424,0.018736259022724945,0.2863474269152136,[-0.02  0.05]
436,Ruminococcus_E bromii_B_Rep_3441,-0.005277084020130078,0.7639764985602115,[-0.04  0.03]
437,Ruminococcus_E sp003526955_Rep_3443,0.025172829222598062,0.15199029821996304,[-0.01  0.06]
438,CAG-115 sp003531585_Rep_3450,0.07193939477572231,4.1566912818333245e-05,[0.04 0.11]
439,Ruminiclostridium_E sp003512525_Rep_3454,-0.0031810643498456784,0.8563676186963993,[-0.04  0.03]
440,Ruminiclostridium_E sp900539195_Rep_3456,0.03427495333669824,0.05108264252751526,[-0.    0.07]
441,Ruminiclostridium_E siraeum_Rep_3457,0.007327189322145637,0.676740151099981,[-0.03  0.04]
442,CAG-353 sp900066885_Rep_3477,0.043801891938898135,0.012649698734191552,[0.01 0.08]
443,Ruminococcus sp900540005_Rep_3480,0.0020053095794562467,0.9091582906778573,[-0.03  0.04]
444,Ruminococcus_D sp900539095_Rep_3490,0.0001867503561898989,0.9915219060950704,[-0.03  0.03]
445,Ruminococcus_D bicirculans_Rep_3491,0.01661615997256697,0.34439922287436797,[-0.02  0.05]
446,Eubacterium_R sp000434995_Rep_3522,0.04336764934683555,0.013559015626009866,[0.01 0.08]
447,Eubacterium_R sp000436835_Rep_3523,0.006544785649459613,0.7095980559596129,[-0.03  0.04]
448,Eubacterium_R sp003526845_Rep_3524,0.026130638791163598,0.13699843660498454,[-0.01  0.06]
449,CAG-217 sp000436335_Rep_3533,0.005413625775115577,0.7580577299077673,[-0.03  0.04]
450,CAG-180 sp000432435_Rep_3541,0.0003596848714885504,0.9836718559926172,[-0.03  0.03]
451,CAG-177 sp003538135_Rep_3547,-0.0025329227829334923,0.8854048511593693,[-0.04  0.03]
452,CAG-177 sp003514385_Rep_3548,-0.0029045099271294236,0.868736069538038,[-0.04  0.03]
453,UBA737 sp002431945_Rep_3574,0.03511528275628688,0.04564710065633483,[0.   0.07]
454,UBA737 sp900549055_Rep_3575,0.06292858635834046,0.00033820588572592745,[0.03 0.1 ]
455,UBA737 sp900549755_Rep_3576,0.04894419785426195,0.0053272794761731555,[0.01 0.08]
456,UMGS1071 sp900541905_Rep_3588,-0.020118448682520194,0.25227703721221356,[-0.05  0.01]
457,UMGS1071 sp900542375_Rep_3589,-0.025393831889542993,0.14842487956514566,[-0.06  0.01]
458,CAG-557 sp000435275_Rep_3592,0.05910694310899812,0.0007624708621496633,[0.02 0.09]
459,UBA11471 sp000434215_Rep_426,0.06091497483997498,0.0005219620502223275,[0.03 0.1 ]
460,Coprobacter secundus_Rep_431,0.023273042394534343,0.1853725610836079,[-0.01  0.06]
461,Coprobacter fastidiosus_Rep_432,0.0269877461318152,0.12457360353467617,[-0.01  0.06]
462,Barnesiella intestinihominis_Rep_436,-0.0013748275553157247,0.9376479650605436,[-0.04  0.03]
463,Paraprevotella xylaniphila_Rep_442,0.02516822570350005,0.15206525340898794,[-0.01  0.06]
464,Paraprevotella clara_Rep_443,0.01008887377127174,0.5659259972547677,[-0.02  0.04]
465,Phocaeicola vulgatus_Rep_449,-0.045251907232183974,0.009991902226844636,[-0.08 -0.01]
466,Phocaeicola massiliensis_Rep_450,-0.0017122164422444452,0.9223900573895328,[-0.04  0.03]
467,Bacteroides sp900552405_Rep_455,0.011278217969538224,0.5210419395788422,[-0.02  0.05]
468,Bacteroides_genus_Rep_456_Rep_456,0.0038067379905984983,0.8285196975814673,[-0.03  0.04]
469,Bacteroides cellulosilyticus_Rep_457,-0.009454339814215973,0.5906082391224087,[-0.04  0.02]
470,Bacteroides intestinalis_Rep_458,-0.004262156022001757,0.8083821730784837,[-0.04  0.03]
471,Bacteroides sp900556215_Rep_459,-0.005701656201790769,0.7456190465872732,[-0.04  0.03]
472,Bacteroides eggerthii_Rep_466,0.0012705995050060605,0.9423664169312416,[-0.03  0.04]
473,Bacteroides stercoris_Rep_467,0.028126841578509584,0.10944187962001875,[-0.01  0.06]
474,Bacteroides clarus_Rep_469,0.020474142456238856,0.24398619162462293,[-0.01  0.05]
475,Bacteroides rodentium_Rep_476,0.014890619355462341,0.3968230086110375,[-0.02  0.05]
476,Bacteroides uniformis_Rep_477,-0.038440043276792145,0.02866887687623327,[-0.07 -0.  ]
477,Bacteroides sp002491635_Rep_478,0.011596221473896003,0.5093590908374094,[-0.02  0.05]
478,Bacteroides fragilis_Rep_484,-0.028975452378516068,0.09914323919681384,[-0.06  0.01]
479,Phocaeicola_genus_Rep_485_Rep_485,-0.02508141826680274,0.1534839368165631,[-0.06  0.01]
480,Bacteroides salyersiae_Rep_486,-0.008278252209785623,0.6376174392908334,[-0.04  0.03]
481,Bacteroides nordii_Rep_487,0.001803757251749108,0.9182549428765602,[-0.03  0.04]
482,Bacteroides faecis_Rep_489,0.029318872456299477,0.09520179810910391,[-0.01  0.06]
483,Bacteroides thetaiotaomicron_Rep_490,-0.06388244956600177,0.00027415995221836156,[-0.1  -0.03]
484,Bacteroides sp900066265_Rep_491,0.049862661944260644,0.004526888867818527,[0.02 0.08]
485,Bacteroides caecimuris_Rep_493,-0.00492086376501465,0.7794820403655297,[-0.04  0.03]
486,Bacteroides_genus_Rep_494_Rep_494,-2.0923185888845067e-05,0.9990501114262209,[-0.03  0.03]
487,Bacteroides xylanisolvens_Rep_495,-0.004867223992648895,0.7818246555961592,[-0.04  0.03]
488,Bacteroides sp003463205_Rep_496,0.016952339539307477,0.3347246301759299,[-0.02  0.05]
489,Bacteroides ovatus_Rep_497,-0.009354980711085089,0.5945175330111592,[-0.04  0.03]
490,Bacteroides caccae_Rep_498,-0.006809952724006484,0.6983977632025158,[-0.04  0.03]
491,Phocaeicola_genus_Rep_519_Rep_519,0.01358108803772733,0.4396487895721589,[-0.02  0.05]
492,Phocaeicola coprocola_Rep_520,0.0224719161045344,0.20097038808266054,[-0.01  0.06]
493,Phocaeicola plebeius_A_Rep_527,0.03432128229200027,0.050769461099683166,[-0.    0.07]
494,Parabacteroides distasonis_Rep_552,-0.07009598507091634,6.515833228946298e-05,[-0.1  -0.04]
495,Parabacteroides goldsteinii_Rep_557,0.02088992550588297,0.2345395212219642,[-0.01  0.06]
496,Parabacteroides merdae_Rep_565,0.02066801893139274,0.2395485552230223,[-0.01  0.06]
497,Parabacteroides johnsonii_Rep_566,0.014116863626775472,0.4218152708697238,[-0.02  0.05]
498,UBA1820 sp002314265_Rep_587,0.016831309728361356,0.3381872746430399,[-0.02  0.05]
499,Alistipes_A sp900539755_Rep_590,0.03678643670575466,0.03627589643946484,[0.   0.07]
500,Alistipes_A indistinctus_Rep_595,-0.01052168927140046,0.5493792778891762,[-0.04  0.02]
501,Alistipes_A sp900240235_Rep_596,0.058796561823832215,0.0008129004820600646,[0.02 0.09]
502,Alistipes_A ihumii_Rep_597,-0.0022129777024057526,0.8997980634091857,[-0.04  0.03]
503,Alistipes sp900546065_Rep_604,0.02458476445977296,0.16179475550108152,[-0.01  0.06]
504,Alistipes putredinis_Rep_609,0.022689033471751753,0.19665157251677048,[-0.01  0.06]
505,Alistipes obesi_Rep_610,0.027896619252498655,0.11237690110016038,[-0.01  0.06]
506,Alistipes sp900541585_Rep_613,-0.0055852930486080575,0.7506364564298579,[-0.04  0.03]
507,Alistipes shahii_Rep_614,0.03696210046397497,0.03539356979280805,[0.   0.07]
508,Alistipes timonensis_Rep_615,0.007930602528320422,0.6518088606469234,[-0.03  0.04]
509,Alistipes senegalensis_Rep_616,0.026670975347399255,0.12905909815702912,[-0.01  0.06]
510,Alistipes finegoldii_Rep_618,0.027694141492440674,0.11500917318498144,[-0.01  0.06]
511,Alistipes onderdonkii_Rep_620,-0.04389206189976924,0.012467791444615992,[-0.08 -0.01]
512,Alistipes sp006542685_Rep_631,0.008524955207372618,0.6276263176729477,[-0.03  0.04]
513,Tidjanibacter inops_Rep_637,-0.0443150228447715,0.011645066402733866,[-0.08 -0.01]
514,Oxalobacter_genus_Rep_654_Rep_654,0.03346480503449815,0.056825776449726986,[-0.    0.07]
515,Parasutterella excrementihominis_Rep_678,-0.003155766011909253,0.8574976297274632,[-0.04  0.03]
516,Mesosutterella multiformis_Rep_687,-0.003344238689182963,0.8490862130644801,[-0.04  0.03]
